BidId,TrafficType,PublisherId,AppSiteId,AppSiteCategory,Position,BidFloor,Timestamp,Age,Gender,OS,OSVersion,Model,Manufacturer,Carrier,DeviceType,DeviceId,DeviceIP,Country,Latitude,Longitude,Zipcode,Location,CampaignId,CreativeId,CreativeType,CreativeCategory,ExchangeBid,OutCome,ExchangeBidMatch,bid Count
089837d769954b9be3670a782cb631569a3ba2bd,app,7ba4d649042a1a655f3a3ba02267fa1ab66d17e7,a9fe9aff8929976f110b27a8aef236516adaa6d6,Arts & Entertainment,Above the Fold,0,1445994002,23,F,Android,5.1,0,LG,AT&T Mobility,Mobile/Tablet,0,d143437f0f8a992ac47ee1e529adc9336c0d9419,USA,27.3,-80.3,34983,User,68523,838492,2,Advertising#Comparison,0.99,w,7ba4d649042a1a655f3a3ba02267fa1ab66d17e7;27.3;-80.3;Advertising#Comparison;0.99;Android;app,1
04b073e30980ac57f09b0ff5d36b64c408df2328,site,b981747b2590229f01902ecd1fa44987936b1128,879fbbd88476d2e8d34f14e11c5276c87e718fc7,Arts & Entertainment,Unknown,0,1445993978,0,0,Android,5.1,0,Samsung,Verizon Wireless,Mobile/Tablet,0,8314feda24816b5b268137873c71f65e2265a131,USA,37.1,-93.3,65804,IP,63515,839848,2,Coffee/Tea#Chinese Cuisine,0.16,w,b981747b2590229f01902ecd1fa44987936b1128;37.1;-93.3;Coffee/Tea#Chinese Cuisine;0.16;Android;site,1
ab1779f73c93e1927a0a29dc628fcd9359548707,app,1ab335267bb1f1691652228eddff9ccf32ecd096,aa593085d967056b2e04d18cf053ac71221b6335,Technology & Computing,Footer,0,1445993953,21,M,Windows,8,0,0,Indosat,Mobile/Tablet,0,1a0e018e2f524360a0a954de1a6ae7486489d067,IDN,-6.2,106.8,0,User,66591,866168,1,Advertising#Comparison,0.04,w,1ab335267bb1f1691652228eddff9ccf32ecd096;-6.2;106.8;Advertising#Comparison;0.04;Windows;app,1
228efa9f1003d18f959b7210a2cd73cbccd49b4d,app,abacb55691278d33d73e40141159bc0fe4d1f7a1,716f57a6ea30792324b0a37d91d56965c67dc9b4,Technology & Computing,Unknown,0,1445993907,0,0,Android,4.4,0,Advan,Indosat,Phone,0,59865f8eeada81c6f84c245b3934fa69ae1f30ec,IDN,-6.2,106.8,0,User,69467,867760,2,Television,0.15,w,abacb55691278d33d73e40141159bc0fe4d1f7a1;-6.2;106.8;Television;0.15;Android;app,1
4263a7fd48de833eb00d06df8f5c558d498de91e,app,60490e3f25b6460d6a809c2ce9f6f8a0ddcdf90a,8fb3056ca3a06a7d3a5e45874db58b1f863f2961,Arts & Entertainment,Unknown,0,1445993878,0,0,Android,4.3,Asus TooI,Asus,Telkomsel,Phone,0,8f89b88aa280136458864c9183bd346a697360dd,IDN,-6.2,106.8,0,User,66591,866166,1,Advertising#Comparison,0.06,w,60490e3f25b6460d6a809c2ce9f6f8a0ddcdf90a;-6.2;106.8;Advertising#Comparison;0.06;Android;app,1
827186a075db2cd1a15817d71d9e67631e47bdbb,app,1ab335267bb1f1691652228eddff9ccf32ecd096,9e2f564ea8403f0e8a36366bcc4d29b2b86bd299,Society,Above the Fold,0,1445993873,33,F,Android,4.4,Samsung SM-T530,Samsung,0,Tablet,0,abc55354d3cc11f6a956556e8c30a515c47834c6,USA,40.1,-104.9,80504,User,57139,835106,2,Air Travel#Business Travel,0.02,w,1ab335267bb1f1691652228eddff9ccf32ecd096;40.1;-104.9;Air Travel#Business Travel;0.02;Android;app,1
67b49bbe3e2935d42450d14ffdc780a6fa6d26ca,app,1ab335267bb1f1691652228eddff9ccf32ecd096,08e04d2dd34c0937ada0d4d6476435295f834a0b,Arts & Entertainment#Humor,Above the Fold,0,1445993847,0,0,Android,4.4,Samsung GT-P5210,Samsung,Telstra,Tablet,0,b3321c1dab8095270cbabbb7d9ae36df9199356a,AUS,-35.3,138.5,5173,User,68979,866620,2,Cell Phones,0.19,w,1ab335267bb1f1691652228eddff9ccf32ecd096;-35.3;138.5;Cell Phones;0.19;Android;app,1
56d780142f3fd4af57f238fb4629c2c8e7a61a7b,app,abacb55691278d33d73e40141159bc0fe4d1f7a1,716f57a6ea30792324b0a37d91d56965c67dc9b4,Technology & Computing,Unknown,0,1445993830,0,0,iOS,9.1,Apple iPhone 5,Apple,Telkomsel,Mobile/Tablet,6372b0bc70f3744a715b6b3f5839a5f7f22bedc8,bcebb7e8f5caadd3354094a25fc337ddb3dc656b,IDN,-5,120,0,User,66591,866166,1,Advertising#Comparison,0.19,w,abacb55691278d33d73e40141159bc0fe4d1f7a1;-5;120;Advertising#Comparison;0.19;iOS;app,1
42488a301af243925d7fb95d42b8593fc1cf52f5,app,fd46e691570206d54ce2d212c3a55565489a97e3,802104e743aeaa813e5b146a4bec6665ffaffe54,Arts & Entertainment,Above the Fold,0,1445993829,0,0,0,0,Opera Mini 5,Opera,Indosat,Mobile/Tablet,6bb5894165ca626776a7253b51cb5a0970203773,ad41205941579f637b51c14a34e2b3f7970ef59b,IDN,38,-97,0,User,66591,866168,2,Advertising#Comparison,0.1,w,fd46e691570206d54ce2d212c3a55565489a97e3;38;-97;Advertising#Comparison;0.1;0;app,1
6d92304438213d2045e1b4eea31839f11e3b08e6,site,72cdc10800472953cbee41ff47ea775ddc48a506,9617148c3931560a2931682e2dddce27fb7f7819,News,Above the Fold,0,1445993816,0,0,Android,4.4,Samsung SM-G355H,Samsung,3,Phone,0,3a2ea2efcd765dea824ee099f09ee7a23dab9879,IDN,-6.2,106.8,0,User,66591,866166,1,Advertising#Comparison,0.06,w,72cdc10800472953cbee41ff47ea775ddc48a506;-6.2;106.8;Advertising#Comparison;0.06;Android;site,1
